,path,D_IMRANG,FILTER01,OBS-MOD,RET-POS1,U_FLC,GAIN,EXPTIME,diff,diff_std,sum,sum_std
371,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:13.968379.cam1.B_collapsed_diff.fits,132.5,775-50,IPOL,45,B,0.105,0.0471744,3234,164.85173,6374,235.55998
231,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:30.076921.cam1.B_collapsed_diff.fits,132.5,Open,IPOL_MBI,45,B,0.105,0.0962496,[14662. 22534.  4773. -1541.],[554.82119908 530.9941175  322.44312705 172.43359408],[18299. 28756. 13228.  3742.],[660.04038026 607.17953517 326.77136389 146.41511977]
350,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:41.137469.cam1.A_collapsed_diff.fits,45,Open,IPOL,56.25,A,0.105,0.0471744,-16151,665.40454,31247,1101.9175
312,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:09.371808.cam1.A_collapsed_diff.fits,45,625-50,IPOL,56.25,A,0.105,0.0471744,1202.5,68.79195,1664,78.16001
796,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:13.785659.cam1.A_collapsed_diff.fits,45,675-50,IPOL,56.25,A,0.105,0.0471744,2988,167.89238,7211.5,219.24121
1006,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:11.753817.cam1.A_collapsed_diff.fits,45,725-50,IPOL,56.25,A,0.105,0.0471744,-3576,212.70181,13873,497.70966
760,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:15.622667.cam1.A_collapsed_diff.fits,45,750-50,IPOL,56.25,A,0.105,0.0471744,-4559,219.39894,13937,511.30313
524,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:02.544364.cam1.A_collapsed_diff.fits,45,775-50,IPOL,56.25,A,0.105,0.0471744,-1858,136.20294,6330,229.34477
1091,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:07.721494.cam1.A_collapsed_diff.fits,45,Open,IPOL_MBI,56.25,A,0.105,0.0962496,[-11158.  -17513.   -3309.    -386.5],[422.19145131 791.1138847  419.98283508 123.12209019],[16782.5 28850.  12998.5  3580.5],[640.61453274 771.86626667 336.26425614 101.05942447]
566,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:41.137469.cam1.B_collapsed_diff.fits,45,Open,IPOL,56.25,B,0.105,0.0471744,12201,422.4624,30844,1085.0707
684,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:09.371808.cam1.B_collapsed_diff.fits,45,625-50,IPOL,56.25,B,0.105,0.0471744,-1234,68.2733,1724,346.07242
1072,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:13.785659.cam1.B_collapsed_diff.fits,45,675-50,IPOL,56.25,B,0.105,0.0471744,-3356,165.61958,7500,260.46185
230,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:11.753817.cam1.B_collapsed_diff.fits,45,725-50,IPOL,56.25,B,0.105,0.0471744,2202,189.10449,13841,498.86575
596,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:15.622667.cam1.B_collapsed_diff.fits,45,750-50,IPOL,56.25,B,0.105,0.0471744,4015,191.3198,13922,519.7065
709,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:02.544364.cam1.B_collapsed_diff.fits,45,775-50,IPOL,56.25,B,0.105,0.0471744,1637,118.885284,6254,267.30206
580,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:07.721494.cam1.B_collapsed_diff.fits,45,Open,IPOL_MBI,56.25,B,0.105,0.0962496,[10226. 13575.  1346.  -439.],[375.35564595 516.60707097 308.95076685 105.96050879],[17856.  27797.5 12755.5  3592.5],[686.00767765 631.1263428  318.14968181  98.88586869]
612,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:04.687517.cam1.A_collapsed_diff.fits,57.5,Open,IPOL,56.25,A,0.105,0.0471744,-23055,987.6905,31651.5,1127.3157
858,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:33.398101.cam1.A_collapsed_diff.fits,57.5,625-50,IPOL,56.25,A,0.105,0.0471744,1106,68.00695,1695,80.42565
195,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:50.331392.cam1.A_collapsed_diff.fits,57.5,675-50,IPOL,56.25,A,0.105,0.0471744,292,146.51562,7294,281.4432
521,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:35.208068.cam1.A_collapsed_diff.fits,57.5,725-50,IPOL,56.25,A,0.105,0.0471744,-9525,414.67905,14315,523.11554
536,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:51.120142.cam1.A_collapsed_diff.fits,57.5,750-50,IPOL,56.25,A,0.105,0.0471744,-10700.5,429.2692,14194,518.25323
1096,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:26.486582.cam1.A_collapsed_diff.fits,57.5,775-50,IPOL,56.25,A,0.105,0.0471744,-4555,203.1203,5940.5,247.61238
704,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:36.745425.cam1.A_collapsed_diff.fits,57.5,Open,IPOL_MBI,56.25,A,0.105,0.0962496,[-15179.5 -23688.   -5700.    -791.5],[619.27141239 964.53288013 494.24382191 113.32532943],[16242.  29631.5 13279.5  3519.5],[618.04451897 861.31217277 362.45170127  87.82461494]
237,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:04.687517.cam1.B_collapsed_diff.fits,57.5,Open,IPOL,56.25,B,0.105,0.0471744,19729,842.93616,30870,1098.5953
300,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:33.398101.cam1.B_collapsed_diff.fits,57.5,625-50,IPOL,56.25,B,0.105,0.0471744,-1097,67.02167,1753,82.84594
782,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:50.331392.cam1.B_collapsed_diff.fits,57.5,675-50,IPOL,56.25,B,0.105,0.0471744,-866,241.45085,7326,284.28058
84,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:35.208068.cam1.B_collapsed_diff.fits,57.5,725-50,IPOL,56.25,B,0.105,0.0471744,8414,384.25995,13980,519.01404
714,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:51.120142.cam1.B_collapsed_diff.fits,57.5,750-50,IPOL,56.25,B,0.105,0.0471744,9545,432.38226,13767,474.121
54,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:26.486582.cam1.B_collapsed_diff.fits,57.5,775-50,IPOL,56.25,B,0.105,0.0471744,3915,186.55798,5795,242.03972
1058,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:36.745425.cam1.B_collapsed_diff.fits,57.5,Open,IPOL_MBI,56.25,B,0.105,0.0962496,[14607.5 20664.5  4553.    275.5],[582.0191276  540.49166587 223.09561816 102.34345407],[17659.  28357.  12961.5  3625. ],[660.13675834 640.58967578 324.92177622 107.0271977 ]
265,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:51.595995.cam1.A_collapsed_diff.fits,70,Open,IPOL,56.25,A,0.105,0.0471744,-11689,761.15967,32186,1100.9557
973,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:20.701068.cam1.A_collapsed_diff.fits,70,625-50,IPOL,56.25,A,0.105,0.0471744,1188,69.70721,1719,80.655106
485,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:02.660197.cam1.A_collapsed_diff.fits,70,675-50,IPOL,56.25,A,0.105,0.0471744,-286,149.3955,7373,280.71497
878,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:22.497921.cam1.A_collapsed_diff.fits,70,725-50,IPOL,56.25,A,0.105,0.0471744,-7806,432.07855,14353,521.0092
1098,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:02.876866.cam1.A_collapsed_diff.fits,70,750-50,IPOL,56.25,A,0.105,0.0471744,-9119,447.00092,14202,509.42798
471,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:14.824550.cam1.A_collapsed_diff.fits,70,775-50,IPOL,56.25,A,0.105,0.0471744,-3364,210.64319,6220,239.77477
173,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:36.148279.cam1.A_collapsed_diff.fits,70,Open,IPOL_MBI,56.25,A,0.105,0.0962496,[ -7140.5 -12786.   -2158.    -596.5],[457.27542105 772.04605698 478.82045221 127.83613637],[17826. 29406. 13269.  3611.],[627.74747614 792.46525883 358.15876306  98.46400094]
816,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:51.595995.cam1.B_collapsed_diff.fits,70,Open,IPOL,56.25,B,0.105,0.0471744,8515,654.44464,31791,1082.8512
557,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:20.701068.cam1.B_collapsed_diff.fits,70,625-50,IPOL,56.25,B,0.105,0.0471744,-1211,70.70232,1777,356.50446
426,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:02.660197.cam1.B_collapsed_diff.fits,70,675-50,IPOL,56.25,B,0.105,0.0471744,-791,245.70135,7383,280.19955
16,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:22.497921.cam1.B_collapsed_diff.fits,70,725-50,IPOL,56.25,B,0.105,0.0471744,6401,397.36755,14023,506.14944
979,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:02.876866.cam1.B_collapsed_diff.fits,70,750-50,IPOL,56.25,B,0.105,0.0471744,6371,376.80527,13848,492.2327
432,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:14.824550.cam1.B_collapsed_diff.fits,70,775-50,IPOL,56.25,B,0.105,0.0471744,1935,178.24869,6058,207.32755
800,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:36.148279.cam1.B_collapsed_diff.fits,70,Open,IPOL_MBI,56.25,B,0.105,0.0962496,[ 6311. 10271.  1607.   125.],[435.63164387 602.92007475 235.10460038 113.06384542],[18636. 28855. 13292.  3706.],[661.5867144  699.05332154 358.36509423 124.0773623 ]
1076,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:49.945566.cam1.A_collapsed_diff.fits,82.5,Open,IPOL,56.25,A,0.105,0.0471744,10148,402.64334,33257,1090.2415
266,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:18.973049.cam1.A_collapsed_diff.fits,82.5,625-50,IPOL,56.25,A,0.105,0.0471744,1362,72.64255,1734,79.31615
69,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:04.310653.cam1.A_collapsed_diff.fits,82.5,675-50,IPOL,56.25,A,0.105,0.0471744,1867,129.44301,7340,272.1504
199,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:20.656817.cam1.A_collapsed_diff.fits,82.5,725-50,IPOL,56.25,A,0.105,0.0471744,565,276.7544,14093,490.7565
33,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:04.717999.cam1.A_collapsed_diff.fits,82.5,750-50,IPOL,56.25,A,0.105,0.0471744,-82,255.18509,14567,500.42645
1064,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:13.434031.cam1.A_collapsed_diff.fits,82.5,775-50,IPOL,56.25,A,0.105,0.0471744,953,209.46478,7008,262.3417
455,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:47.546596.cam1.A_collapsed_diff.fits,82.5,Open,IPOL_MBI,56.25,A,0.105,0.0962496,[ 8.4365e+03  8.1280e+03  4.4950e+03 -2.5000e+00],[337.98248051 404.3626232  374.35847055 160.63011316],[21357.5 28796.5 13119.   3692. ],[687.15395046 629.80031    305.99580023 111.39014122]
28,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:49.945566.cam1.B_collapsed_diff.fits,82.5,Open,IPOL,56.25,B,0.105,0.0471744,-13849,383.89023,33577,1103.7622
474,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:18.973049.cam1.B_collapsed_diff.fits,82.5,625-50,IPOL,56.25,B,0.105,0.0471744,-1439,73.869606,1805,363.7592
520,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:04.310653.cam1.B_collapsed_diff.fits,82.5,675-50,IPOL,56.25,B,0.105,0.0471744,-3337,191.85547,7640,239.16919
180,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:20.656817.cam1.B_collapsed_diff.fits,82.5,725-50,IPOL,56.25,B,0.105,0.0471744,-2649,241.95558,14079,487.5177
101,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:04.717999.cam1.B_collapsed_diff.fits,82.5,750-50,IPOL,56.25,B,0.105,0.0471744,-3847,212.5801,14515,493.70526
232,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:13.434031.cam1.B_collapsed_diff.fits,82.5,775-50,IPOL,56.25,B,0.105,0.0471744,-2927,148.18706,7192,222.18254
461,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:47.546596.cam1.B_collapsed_diff.fits,82.5,Open,IPOL_MBI,56.25,B,0.105,0.0962496,[ -9871.  -10961.   -5147.    -532.5],[289.9759581  396.46369055 186.81411445  85.72330555],[20844.5 29464.5 13672.   3701. ],[702.63686275 758.52076774 368.48869018  89.85501476]
1046,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:37.235400.cam1.A_collapsed_diff.fits,95,Open,IPOL,56.25,A,0.105,0.0471744,25665,784.93756,34281,1113.4384
801,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:07.385065.cam1.A_collapsed_diff.fits,95,625-50,IPOL,56.25,A,0.105,0.0471744,1384,73.14269,1749,78.16185
1084,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:16.067388.cam1.A_collapsed_diff.fits,95,675-50,IPOL,56.25,A,0.105,0.0471744,4764,177.99037,7524,263.3875
428,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:07.850825.cam1.A_collapsed_diff.fits,95,725-50,IPOL,56.25,A,0.105,0.0471744,9376,309.46204,13956,465.64856
867,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:16.378912.cam1.A_collapsed_diff.fits,95,750-50,IPOL,56.25,A,0.105,0.0471744,9463,302.118,15081,512.39923
430,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:00.606719.cam1.A_collapsed_diff.fits,95,775-50,IPOL,56.25,A,0.105,0.0471744,5427,201.5726,8342,300.91608
511,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:45.981451.cam1.A_collapsed_diff.fits,95,Open,IPOL_MBI,56.25,A,0.105,0.0962496,[19846.5 22929.   8976.    507.5],[650.70229329 420.13935563 281.90396606 116.61560847],[24199.5 28546.5 13202.   3689.5],[741.13715215 566.90842908 266.68121486  92.95641851]
987,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:37.235400.cam1.B_collapsed_diff.fits,95,Open,IPOL,56.25,B,0.105,0.0471744,-30498,921.20795,35458,1155.4662
106,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:07.385065.cam1.B_collapsed_diff.fits,95,625-50,IPOL,56.25,B,0.105,0.0471744,-1502,75.95384,1825,368.0444
138,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:16.067388.cam1.B_collapsed_diff.fits,95,675-50,IPOL,56.25,B,0.105,0.0471744,-6474,236.54326,7903,280.13025
492,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:07.850825.cam1.B_collapsed_diff.fits,95,725-50,IPOL,56.25,B,0.105,0.0471744,-11854,362.4636,14618,490.24503
271,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:16.378912.cam1.B_collapsed_diff.fits,95,750-50,IPOL,56.25,B,0.105,0.0471744,-13236,413.82742,15706,522.9897
32,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:00.606719.cam1.B_collapsed_diff.fits,95,775-50,IPOL,56.25,B,0.105,0.0471744,-7605.5,270.3345,8541,307.10178
672,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:45.981451.cam1.B_collapsed_diff.fits,95,Open,IPOL_MBI,56.25,B,0.105,0.0962496,[-21639.  -26679.5 -10466.5  -1248.5],[683.92433749 591.03403714 297.51147782 123.55101598],[23080.5 30390.5 14170.5  3686. ],[786.76860585 838.20580039 382.91589353 114.62930623]
499,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:35.775644.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,56.25,A,0.105,0.0471744,23800,893.80475,34500,1099.9926
118,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:05.421838.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,56.25,A,0.105,0.0471744,1024,67.29597,1768,76.731
764,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:17.336435.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,56.25,A,0.105,0.0471744,6132,217.28766,7583,256.90613
401,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:06.105533.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,56.25,A,0.105,0.0471744,11619,412.0045,14217,466.9175
541,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:18.125168.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,56.25,A,0.105,0.0471744,12449,443.02304,15580,513.43024
671,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:58.834961.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,56.25,A,0.105,0.0471744,6901,273.69232,8817,320.6572
156,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:57.186552.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,56.25,A,0.105,0.0962496,[19175. 20961.  7785.   439.],[638.89053042 522.65075336 286.07510786  89.37144453],[24277.  28672.  13301.5  3772. ],[786.54757043 576.76826661 300.63474523  95.74196301]
23,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:35.775644.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,56.25,B,0.105,0.0471744,-29892,1102.3795,35747,1161.2096
624,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:05.421838.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,56.25,B,0.105,0.0471744,-1161,71.874,1831,79.76616
526,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:17.336435.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,56.25,B,0.105,0.0471744,-7514,264.1152,8042,277.6849
787,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:06.105533.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,56.25,B,0.105,0.0471744,-14554,495.82703,14903,490.15198
222,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:18.125168.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,56.25,B,0.105,0.0471744,-15386,540.82666,16170,538.2211
270,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:58.834961.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,56.25,B,0.105,0.0471744,-8495,331.48123,9064,333.97406
303,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:57.186552.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,56.25,B,0.105,0.0962496,[-21097. -26189. -10546.  -1580.],[793.2864463  910.43716372 494.08669336 173.12479113],[23239.75 30389.   14177.    3737.  ],[812.25841221 848.68858572 376.81481193 121.49463345]
362,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:23.065490.cam1.A_collapsed_diff.fits,120,Open,IPOL,56.25,A,0.105,0.0471744,4962,732.367,33980,1063.7238
975,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:53.643270.cam1.A_collapsed_diff.fits,120,625-50,IPOL,56.25,A,0.105,0.0471744,277,77.09112,1800,75.42371
473,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:29.078031.cam1.A_collapsed_diff.fits,120,675-50,IPOL,56.25,A,0.105,0.0471744,4131,181.56136,7722,252.51155
1065,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:54.252980.cam1.A_collapsed_diff.fits,120,725-50,IPOL,56.25,A,0.105,0.0471744,5863,338.1286,14291,464.09753
953,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:29.786103.cam1.A_collapsed_diff.fits,120,750-50,IPOL,56.25,A,0.105,0.0471744,7232,374.5662,15270,503.71735
75,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:46.019949.cam1.A_collapsed_diff.fits,120,775-50,IPOL,56.25,A,0.105,0.0471744,4212,242.87985,8311,287.15152
383,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:55.434537.cam1.A_collapsed_diff.fits,120,Open,IPOL_MBI,56.25,A,0.105,0.0962496,[6691.5 2553.  1128.   -29.5],[328.80550715 511.82242358 217.84388089  96.35637152],[21677.  29358.5 13738.5  3920.5],[726.42462953 641.47989746 323.51173506 107.12016919]
978,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:23.065490.cam1.B_collapsed_diff.fits,120,Open,IPOL,56.25,B,0.105,0.0471744,-12041,780.43176,34357,1091.4324
120,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:53.643270.cam1.B_collapsed_diff.fits,120,625-50,IPOL,56.25,B,0.105,0.0471744,-450,105.2154,1823,76.786316
734,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:29.078031.cam1.B_collapsed_diff.fits,120,675-50,IPOL,56.25,B,0.105,0.0471744,-5071.5,226.06209,8019,270.1051
518,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:54.252980.cam1.B_collapsed_diff.fits,120,725-50,IPOL,56.25,B,0.105,0.0471744,-8741,420.45096,14693.5,483.43945
215,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:29.786103.cam1.B_collapsed_diff.fits,120,750-50,IPOL,56.25,B,0.105,0.0471744,-8844,418.8772,15619,525.9483
1035,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:46.019949.cam1.B_collapsed_diff.fits,120,775-50,IPOL,56.25,B,0.105,0.0471744,-4974,255.28258,8476,321.4832
178,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:55.434537.cam1.B_collapsed_diff.fits,120,Open,IPOL_MBI,56.25,B,0.105,0.0962496,[-8508.5 -9241.5 -5233.  -1393.5],[527.12703001 991.19607031 576.83355088 205.28453377],[21327. 29583. 13726.  3758.],[747.6373663  697.49902523 330.54950795 119.20431585]
339,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:46.042521.cam1.A_collapsed_diff.fits,132.5,Open,IPOL,56.25,A,0.105,0.0471744,-18114,594.81006,33498,1030.0066
446,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:18.135622.cam1.A_collapsed_diff.fits,132.5,625-50,IPOL,56.25,A,0.105,0.0471744,-555,112.442154,1833,75.332085
849,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:05.135819.cam1.A_collapsed_diff.fits,132.5,675-50,IPOL,56.25,A,0.105,0.0471744,-421,142.55319,7669,252.22609
169,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:18.756472.cam1.A_collapsed_diff.fits,132.5,725-50,IPOL,56.25,A,0.105,0.0471744,-5136,242.40677,14651,466.55676
897,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:05.855625.cam1.A_collapsed_diff.fits,132.5,750-50,IPOL,56.25,A,0.105,0.0471744,-3595,231.88168,14887,481.35962
949,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:10.152968.cam1.A_collapsed_diff.fits,132.5,775-50,IPOL,56.25,A,0.105,0.0471744,-598,168.3949,7100,273.18192
916,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:24.465002.cam1.A_collapsed_diff.fits,132.5,Open,IPOL_MBI,56.25,A,0.105,0.0962496,[ -8846.  -20015.5  -6432.    -318. ],[329.94015449 611.39499291 184.9643098   96.46168362],[18418.  30595.5 14220.   3922.5],[634.84363307 754.90822389 339.82971723  88.79820556]
425,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:46.042521.cam1.B_collapsed_diff.fits,132.5,Open,IPOL,56.25,B,0.105,0.0471744,10730,357.52597,32933,1009.90906
877,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:18.135622.cam1.B_collapsed_diff.fits,132.5,625-50,IPOL,56.25,B,0.105,0.0471744,301,83.0617,1809,74.64025
726,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:05.135819.cam1.B_collapsed_diff.fits,132.5,675-50,IPOL,56.25,B,0.105,0.0471744,-306,180.96645,7674,257.6152
182,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:18.756472.cam1.B_collapsed_diff.fits,132.5,725-50,IPOL,56.25,B,0.105,0.0471744,2507,233.13623,14574,467.27893
944,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:05.855625.cam1.B_collapsed_diff.fits,132.5,750-50,IPOL,56.25,B,0.105,0.0471744,2618,188.66977,14902,492.18225
716,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:10.152968.cam1.B_collapsed_diff.fits,132.5,775-50,IPOL,56.25,B,0.105,0.0471744,248,135.33316,7093,277.5763
514,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:24.465002.cam1.B_collapsed_diff.fits,132.5,Open,IPOL_MBI,56.25,B,0.105,0.0962496,[ 7602.  12819.5  1974.  -1049. ],[324.7934202  746.44231717 479.36867612 193.32353981],[19364.5 29279.5 13480.   3759. ],[668.51684739 568.22424575 279.159264   105.25759759]
960,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:45.523235.cam1.A_collapsed_diff.fits,45,Open,IPOL,67.5,A,0.105,0.0471744,-193,473.10486,31383,1100.9967
217,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:13.281308.cam1.A_collapsed_diff.fits,45,625-50,IPOL,67.5,A,0.105,0.0471744,665,87.309586,1656,77.17536
22,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:09.876125.cam1.A_collapsed_diff.fits,45,675-50,IPOL,67.5,A,0.105,0.0471744,4463,193.95386,7165,261.4034
1083,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:16.234477.cam1.A_collapsed_diff.fits,45,725-50,IPOL,67.5,A,0.105,0.0471744,3968,287.3897,13410,481.15424
